Symbol,Name,Country,IPO Year,Sector,Industry
ELEV,Elevation Oncology Inc. Common stock,United States,2021,Health Care,Biotechnology: Pharmaceutical Preparations
ELF,e.l.f. Beauty Inc. Common Stock,United States,2016,Consumer Discretionary,Package Goods/Cosmetics
ELMD,Electromed Inc. Common Stock,United States,2011,Health Care,Biotechnology: Electromedical & Electrotherapeutic Apparatus
ELME,Elme Communities Common Stock,United States,2000,Real Estate,Real Estate Investment Trusts
ELTX,Elicio Therapeutics Inc. Common Stock,United States,2021,Health Care,Biotechnology: Pharmaceutical Preparations
ELUT,Elutia Inc. Class A Common Stock,United States,2020,Health Care,Medical Specialities
ELVN,Enliven Therapeutics Inc. Common Stock,United States,2020,Health Care,Biotechnology: Pharmaceutical Preparations
ELYM,Eliem Therapeutics Inc Common Stock,United States,2021,Health Care,Biotechnology: Pharmaceutical Preparations
EMCG,Embrace Change Acquisition Corp Ordinary Shares,United States,2022,Finance,Blank Checks
EMCGR,Embrace Change Acquisition Corp Rights,United States,2022,Finance,Blank Checks
EMCGW,Embrace Change Acquisition Corp Warrants,United States,2022,Finance,Blank Checks
EMF,Templeton Emerging Markets Fund Common Stock,United States,1987,Finance,Finance/Investors Services
EMKR,EMCORE Corporation Common Stock,United States,1997,Technology,Semiconductors
EMLD,FTAC Emerald Acquisition Corp. Class A Common Stock,United States,2022,Finance,Blank Checks
EMLDW,FTAC Emerald Acquisition Corp. Warrant,United States,2022,Finance,Blank Checks
EMO,ClearBridge Energy Midstream Opportunity Fund Inc. Common Stock,United States,2011,Finance,Investment Managers
EMP,Entergy Mississippi LLC First Mortgage Bonds 4.90% Series Due October 1 2066,United States,2016,,
ENER,Accretion Acquisition Corp. Common Stock,United States,2021,Finance,Blank Checks
ENERR,Accretion Acquisition Corp. Right,United States,2021,Finance,Blank Checks
ENERW,Accretion Acquisition Corp. Warrant,United States,2021,Finance,Blank Checks
ENFN,Enfusion Inc. Class A Common Stock,United States,2021,Technology,Computer Software: Prepackaged Software
ENO,Entergy New Orleans LLC First Mortgage Bonds 5.50% Series due April 1 2066,United States,2016,Utilities,Power Generation
ENPH,Enphase Energy Inc. Common Stock,United States,2012,Technology,Semiconductors
ENR,Energizer Holdings Inc. Common Stock,United States,2015,Miscellaneous,Industrial Machinery/Components
ENS,EnerSys Common Stock,United States,2004,Technology,Industrial Machinery/Components
ENSG,The Ensign Group Inc. Common Stock,United States,2007,Health Care,Hospital/Nursing Management
ENTA,Enanta Pharmaceuticals Inc. Common Stock,United States,2013,Health Care,Biotechnology: Pharmaceutical Preparations
ENTG,Entegris Inc. Common Stock,United States,2000,Industrials,Plastic Products
ENV,Envestnet Inc Common Stock,United States,2010,Consumer Discretionary,Business Services
ENVA,Enova International Inc. Common Stock,United States,2014,Finance,Finance: Consumer Services
ENVX,Enovix Corporation Common Stock,United States,2021,Miscellaneous,Industrial Machinery/Components
ENX,Eaton Vance New York Municipal Bond Fund Common Shares of Beneficial Interest $.01 par value,United States,2002,Finance,Finance/Investors Services
ENZ,Enzo Biochem Inc. Common Stock ($0.01 Par Value),United States,1988,Health Care,Medical Specialities
EOD,Allspring Global Dividend Opportunity Fund Common Shares of Beneficial Interest,United States,2007,Finance,Investment Managers
EOI,Eaton Vance Enhance Equity Income Fund Eaton Vance Enhanced Equity Income Fund Shares of Beneficial Interest,United States,2004,Finance,Finance/Investors Services
EOLS,Evolus Inc. Common Stock,United States,2018,Health Care,Biotechnology: Pharmaceutical Preparations
EOT,Eaton Vance Municipal Income Trust EATON VANCE NATIONAL MUNICIPAL OPPORTUNITIES TRUST,United States,2009,Finance,Investment Bankers/Brokers/Service
EP,Empire Petroleum Corporation Common Stock,United States,2022,Energy,Oil & Gas Production
EPAM,EPAM Systems Inc. Common Stock,United States,2012,Technology,EDP Services
EPR,EPR Properties Common Stock,United States,1997,Real Estate,Real Estate Investment Trusts
EPRT,Essential Properties Realty Trust Inc. Common Stock,United States,2018,Real Estate,Real Estate Investment Trusts
EQ,Equillium Inc. Common Stock,United States,2018,Health Care,Biotechnology: Pharmaceutical Preparations
EQH,Equitable Holdings Inc. Common Stock,United States,2018,Finance,Specialty Insurers
EQIX,Equinix Inc. Common Stock REIT,United States,2000,Real Estate,Real Estate Investment Trusts
EQRX,EQRx Inc.  Common Stock,United States,2021,Health Care,Biotechnology: Pharmaceutical Preparations
EQRXW,EQRx Inc. Warrant,United States,2021,Health Care,Biotechnology: Pharmaceutical Preparations
ERAS,Erasca Inc. Common Stock,United States,2021,Health Care,Biotechnology: Pharmaceutical Preparations
ERC,Allspring Multi-Sector Income Fund Common Stock,United States,2003,Finance,Finance/Investors Services
ERII,Energy Recovery Inc. Common Stock,United States,2008,Technology,Industrial Machinery/Components
ESAB,ESAB Corporation Common Stock,United States,2022,Industrials,Office Equipment/Supplies/Services
ESAC,ESGEN Acquisition Corporation Class A Ordinary Shares,United States,2021,Finance,Blank Checks
ESACU,ESGEN Acquisition Corporation Unit,United States,2021,Finance,Blank Checks
ESHA,ESH Acquisition Corp. Class A Common Stock,United States,2023,Finance,Blank Checks
ESHAR,ESH Acquisition Corp. Right,United States,2023,Finance,Blank Checks
ESI,Element Solutions Inc. Common Stock,United States,2014,Industrials,Major Chemicals
ESP,Espey Mfg. & Electronics Corp. Common Stock,United States,1960,Technology,Industrial Machinery/Components
ESPR,Esperion Therapeutics Inc. Common Stock,United States,2013,Health Care,Biotechnology: Pharmaceutical Preparations
ESQ,Esquire Financial Holdings Inc. Common Stock,United States,2017,Finance,Commercial Banks
ESRT,Empire State Realty Trust Inc. Class A Common Stock,United States,2013,Real Estate,Real Estate Investment Trusts
ESS,Essex Property Trust Inc. Common Stock,United States,1994,Real Estate,Real Estate Investment Trusts
ESSA,ESSA Bancorp Inc. Common Stock,United States,2007,Finance,Banks
ESTC,Elastic N.V. Ordinary Shares,United States,2018,Technology,Computer Software: Prepackaged Software
ETB,Eaton Vance Tax-Managed Buy-Write Income Fund Eaton Vance Tax-Managed Buy-Write Income Fund Common Shares of Beneficial Interest,United States,2005,Finance,Investment Bankers/Brokers/Service
ETG,Eaton Vance Tax-Advantaged Global Dividend Income Fund Common Shares of Beneficial Interest,United States,2004,Finance,Investment Managers
ETJ,Eaton Vance Risk-Managed Diversified Equity Income Fund Common Shares of Beneficial Interest,United States,2007,Finance,Finance Companies
ETNB,89bio Inc. Common Stock,United States,2019,Health Care,Biotechnology: Pharmaceutical Preparations
ETO,Eaton Vance Tax-Advantage Global Dividend Opp Common Stock,United States,2004,Finance,Investment Managers
ETON,Eton Pharmaceuticals Inc. Common Stock,United States,2018,Health Care,Biotechnology: Pharmaceutical Preparations
ETRN,Equitrans Midstream Corporation Common Stock ,United States,2018,Utilities,Natural Gas Distribution
ETSY,Etsy Inc. Common Stock,United States,2015,Consumer Discretionary,Business Services
ETV,Eaton Vance Corporation Eaton Vance Tax-Managed Buy-Write Opportunities Fund Common Shares of Beneficial Interest,United States,2005,Finance,Investment Bankers/Brokers/Service
ETW,Eaton Vance Corporation Eaton Vance Tax-Managed Global Buy-Write Opportunites Fund Common Shares of Beneficial Interest,United States,2005,Finance,Investment Bankers/Brokers/Service
ETY,Eaton Vance Tax-Managed Diversified Equity Income Fund Common Shares of Beneficial Interest,United States,2006,Finance,Finance Companies
EVA,Enviva Inc. Common Stock,United States,2015,,
EVBG,Everbridge Inc. Common Stock,United States,2016,Technology,Computer Software: Prepackaged Software
EVC,Entravision Communications Corporation Common Stock,United States,2000,Industrials,Broadcasting
EVCM,EverCommerce Inc. Common Stock,United States,2021,Technology,EDP Services
EVER,EverQuote Inc. Class A Common Stock,United States,2018,Technology,Computer Software: Programming Data Processing
EVF,Eaton Vance Senior Income Trust Common Stock,United States,1998,Finance,Investment Bankers/Brokers/Service
EVG,Eaton Vance Short Diversified Income Fund Eaton Vance Short Duration Diversified Income Fund Common Shares of Beneficial Interest,United States,2005,Finance,Investment Managers
EVH,Evolent Health Inc Class A Common Stock,United States,2015,Consumer Discretionary,Other Consumer Services
EVI,EVI Industries Inc.  Common Stock,United States,1999,Consumer Discretionary,Other Consumer Services
EVLO,Evelo Biosciences Inc. Common Stock,United States,2018,Health Care,Biotechnology: Pharmaceutical Preparations
EVLV,Evolv Technologies Holdings Inc. Class A Common Stock,United States,2020,Technology,Computer peripheral equipment
EVLVW,Evolv Technologies Holdings Inc. Warrant,United States,2020,Technology,Computer peripheral equipment
EVM,Eaton Vance California Municipal Bond Fund Common Shares of Beneficial Interest $.01 par value,United States,2002,Finance,Finance/Investors Services
EVN,Eaton Vance Municipal Income Trust Common Stock,United States,1999,Finance,Investment Managers
EVOK,Evoke Pharma Inc. Common Stock,United States,2013,Health Care,Biotechnology: Pharmaceutical Preparations
EVR,Evercore Inc. Class A Common Stock,United States,2006,Finance,Investment Managers
EVT,Eaton Vance Tax Advantaged Dividend Income Fund Common Shares of Beneficial Interest,United States,2003,Finance,Finance Companies
EVV,Eaton Vance Limited Duration Income Fund Common Shares of Beneficial Interest,United States,2003,Finance,Finance/Investors Services
EWCZ,European Wax Center Inc. Class A Common Stock,United States,2021,Consumer Discretionary,Package Goods/Cosmetics
EWTX,Edgewise Therapeutics Inc. Common Stock,United States,2021,Health Care,Biotechnology: Pharmaceutical Preparations
EXAS,Exact Sciences Corporation Common Stock,United States,2001,Health Care,Medical Specialities
EXEL,Exelixis Inc. Common Stock,United States,2000,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
EXFY,Expensify Inc. Class A Common Stock,United States,2021,Technology,Computer Software: Prepackaged Software
EXG,Eaton Vance Tax-Managed Global Diversified Equity Income Fund Common Shares of Beneficial Interest,United States,2007,Finance,Finance Companies
EXLS,ExlService Holdings Inc. Common Stock,United States,2006,Technology,Retail: Computer Software & Peripheral Equipment
EXPR,Express Inc. Common Stock,United States,2010,Consumer Discretionary,Clothing/Shoe/Accessory Stores
EXR,Extra Space Storage Inc Common Stock,United States,2004,Real Estate,Real Estate Investment Trusts
EXTR,Extreme Networks Inc. Common Stock,United States,1999,Telecommunications,Telecommunications Equipment
EYE,National Vision Holdings Inc. Common Stock,United States,2017,Health Care,Ophthalmic Goods
EYEN,Eyenovia Inc. Common Stock,United States,2018,Health Care,Biotechnology: Pharmaceutical Preparations
EZFL,EzFill Holdings Inc. Common Stock,United States,2021,Technology,EDP Services
EZPW,EZCORP Inc. Class A Non Voting Common Stock,United States,1991,Consumer Discretionary,Other Specialty Stores
FA,First Advantage Corporation Common Stock,United States,2021,Consumer Discretionary,Business Services
FAM,First Trust/abrdn Global Opportunity Income Fund Common Shares of Beneficial Interest,United States,2006,Finance,Finance/Investors Services
FANG,Diamondback Energy Inc. Common Stock,United States,2012,Energy,Oil & Gas Production
FARO,FARO Technologies Inc. Common Stock,United States,1997,Industrials,Industrial Machinery/Components
FAST,Fastenal Company Common Stock,United States,1987,Consumer Discretionary,RETAIL: Building Materials
FAT,FAT Brands Inc. Class A Common Stock,United States,2017,Consumer Discretionary,Restaurants
FATE,Fate Therapeutics Inc. Common Stock,United States,2013,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
FAX,abrdn Asia-Pacific Income Fund Inc. Common Stock,United States,1986,Finance,Investment Managers
FAZE,FaZe Holdings Inc. Common Stock,United States,2021,Industrials,Industrial Machinery/Components
FAZEW,FaZe Holdings Inc. Warrant,United States,2021,Industrials,Industrial Machinery/Components
FBK,FB Financial Corporation Common Stock,United States,2016,Finance,Major Banks
FBNC,First Bancorp Common Stock,United States,1987,Finance,Major Banks
FBRT,Franklin BSP Realty Trust Inc. Common Stock,United States,2021,Real Estate,Real Estate Investment Trusts
FBRX,Forte Biosciences Inc. Common Stock,United States,2017,Health Care,Biotechnology: Pharmaceutical Preparations
FCFS,FirstCash Holdings Inc. Common Stock,United States,1991,Miscellaneous,Diversified Commercial Services
FCN,FTI Consulting Inc. Common Stock,United States,1999,Consumer Discretionary,Professional Services
FCO,abrdn Global Income Fund Inc. Common Stock,United States,1992,Finance,Investment Managers
FCPT,Four Corners Property Trust Inc. Common Stock,United States,2015,Real Estate,Real Estate Investment Trusts
FCRX,Crescent Capital BDC Inc. 5.00% Notes due 2026,United States,2023,Finance,Finance: Consumer Services
FCT,First Trust Senior Floating Rate Income Fund II Common Shares of Beneficial Interest,United States,2004,Finance,Finance Companies
FDMT,4D Molecular Therapeutics Inc. Common Stock,United States,2020,Health Care,Biotechnology: Pharmaceutical Preparations
FDS,FactSet Research Systems Inc. Common Stock,United States,2000,Technology,Computer Software: Programming Data Processing
FDUS,Fidus Investment Corporation Common Stock,United States,2011,Finance,Finance/Investors Services
FEMY,Femasys Inc. Common Stock,United States,2021,Health Care,Medical/Dental Instruments
FEN,First Trust Energy Income and Growth Fund,United States,2004,Finance,Finance/Investors Services
